timestamp,paymentId,rail,status,rawCode,canonicalCode,origin,responseShape,mapped,durationMs
2025-05-26T09:27:38.000Z,MER-PAY-202500418-009634,SCT_INST,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,999
2025-03-11T21:41:30.000Z,MER-PAY-202500428-004050,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,3003
2025-03-27T16:28:35.000Z,MER-PAY-202500418-009170,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,1349
2025-03-08T15:25:33.000Z,MER-PAY-202500302-009235,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,1085
2025-03-10T17:35:46.000Z,MER-PAY-202500311-009453,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,1290
2025-03-15T01:50:15.000Z,MER-PAY-202500526-008189,SCT_INST,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,1392
2025-04-15T23:00:56.000Z,MER-PAY-202500504-006834,SCT,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,10450
2025-04-02T07:57:30.000Z,MER-PAY-202500411-004105,SCT_INST,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,3694
2025-05-03T09:03:14.000Z,MER-PAY-202500301-009424,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,960
2025-03-21T18:11:42.000Z,MER-PAY-202500324-008143,SCT,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,644
2025-05-12T14:17:35.000Z,MER-PAY-202500515-004926,SCT_INST,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,1884
2025-05-28T17:10:04.000Z,MER-PAY-202500423-002809,SCT,SUCCESS,,,,SUCCESS,,1899
2025-04-08T18:04:21.000Z,MER-PAY-202500422-008994,SCT_INST,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1634
2025-04-11T11:16:19.000Z,MER-PAY-202500426-003194,SWIFT,SUCCESS,,,,SUCCESS,,7290
2025-05-22T15:41:48.000Z,MER-PAY-202500404-006185,SCT_INST,FAILED,MS03,REASON_NOT_SPECIFIED,RAIL,STRUCTURED,YES,3599
2025-03-11T12:09:05.000Z,MER-PAY-202500507-002135,SCT,SUCCESS,,,,SUCCESS,,4967
2025-05-15T21:32:38.000Z,MER-PAY-202500427-004384,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,2422
2025-05-15T21:07:44.000Z,MER-PAY-202500308-007746,SCT_INST,FAILED,BAL.LIMIT.EXCEEDED,DAILY_LIMIT_EXCEEDED,CORE,STRUCTURED,YES,1575
2025-03-16T16:22:39.000Z,MER-PAY-202500323-001224,SCT,SUCCESS,,,,SUCCESS,,2473
2025-05-03T22:32:39.000Z,MER-PAY-202500320-004822,SCT,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,3953
2025-05-13T10:28:03.000Z,MER-PAY-202500511-002861,SCT_INST,SUCCESS,,,,SUCCESS,,1425
2025-03-02T03:12:17.000Z,MER-PAY-202500323-004507,SCT,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,250
2025-03-14T13:09:35.000Z,MER-PAY-202500411-008562,SCT,FAILED,AC.CLOSED,ACCOUNT_CLOSED,CORE,STRUCTURED,YES,459
2025-04-22T03:17:44.000Z,MER-PAY-202500514-003141,SCT_INST,SUCCESS,,,,SUCCESS,,7291
2025-05-12T15:59:13.000Z,MER-PAY-202500401-000449,SCT,SUCCESS,,,,SUCCESS,,1582
2025-04-08T05:36:53.000Z,MER-PAY-202500313-006557,SCT_INST,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,3387
2025-05-04T03:54:26.000Z,MER-PAY-202500417-005172,SCT_INST,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,927
2025-05-28T10:02:12.000Z,MER-PAY-202500518-005029,SCT_INST,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,1468
2025-03-05T05:06:31.000Z,MER-PAY-202500523-006074,SCT,FAILED,AC06,BLOCKED_ACCOUNT,RAIL,STRUCTURED,YES,3405
2025-03-25T04:59:59.000Z,MER-PAY-202500316-003423,SCT,SUCCESS,,,,SUCCESS,,2154
2025-03-13T13:04:17.000Z,MER-PAY-202500420-008999,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1005
2025-05-12T11:30:32.000Z,MER-PAY-202500523-004100,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,2338
2025-03-14T18:19:02.000Z,MER-PAY-202500423-006759,SCT_INST,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,10216
2025-04-30T00:00:23.000Z,MER-PAY-202500326-004414,SCT,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,371
2025-05-11T18:47:09.000Z,MER-PAY-202500517-007720,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1760
2025-03-27T01:48:53.000Z,MER-PAY-202500306-000260,SCT_INST,SUCCESS,,,,SUCCESS,,7392
2025-04-23T13:16:35.000Z,MER-PAY-202500515-009129,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,584
2025-03-10T00:36:38.000Z,MER-PAY-202500508-001830,SCT,SUCCESS,,,,SUCCESS,,6233
2025-03-14T03:51:43.000Z,MER-PAY-202500513-004485,SCT_INST,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,2440
2025-05-07T23:36:27.000Z,MER-PAY-202500422-004760,SCT,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,2503
2025-05-04T05:53:38.000Z,MER-PAY-202500327-009509,SCT,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,758
2025-03-08T22:21:41.000Z,MER-PAY-202500517-003125,SCT_INST,SUCCESS,,,,SUCCESS,,2783
2025-03-19T11:32:41.000Z,MER-PAY-202500518-007682,SCT,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,1903
2025-03-25T04:47:52.000Z,MER-PAY-202500314-008503,SCT,FAILED,AUTH.REQUIRED,ADDITIONAL_AUTH_REQUIRED,CORE,STRUCTURED,YES,1193
2025-03-08T22:58:25.000Z,MER-PAY-202500320-001804,SCT_INST,SUCCESS,,,,SUCCESS,,3199
2025-04-11T03:04:27.000Z,MER-PAY-202500421-004396,SCT_INST,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,3820
2025-03-21T06:07:21.000Z,MER-PAY-202500503-001036,SCT,SUCCESS,,,,SUCCESS,,2841
2025-05-05T06:47:29.000Z,MER-PAY-202500313-005767,SCT_INST,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,3923
2025-04-19T10:24:01.000Z,MER-PAY-202500425-007477,SCT_INST,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,11085
2025-05-06T09:46:10.000Z,MER-PAY-202500507-003886,SCT_INST,SUCCESS,,,,SUCCESS,,4680
2025-04-03T20:52:16.000Z,MER-PAY-202500528-008829,SCT,FAILED,AUTH.REQUIRED,ADDITIONAL_AUTH_REQUIRED,CORE,STRUCTURED,YES,670
2025-05-06T16:21:18.000Z,MER-PAY-202500428-007940,SCT,FAILED,AC.CLOSED,ACCOUNT_CLOSED,CORE,STRUCTURED,YES,427
2025-03-05T11:41:47.000Z,MER-PAY-202500501-007192,SCT_INST,FAILED,CONNECTION_ERROR,RAIL_CONNECTION_FAILED,CONNECTOR,STRUCTURED,YES,523
2025-05-01T08:48:48.000Z,MER-PAY-202500317-002868,SCT,SUCCESS,,,,SUCCESS,,3473
2025-03-02T00:35:37.000Z,MER-PAY-202500301-001258,SWIFT,SUCCESS,,,,SUCCESS,,3972
2025-05-11T19:16:48.000Z,MER-PAY-202500413-004142,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,634
2025-04-05T08:42:00.000Z,MER-PAY-202500502-007758,SCT,FAILED,BAL.LIMIT.EXCEEDED,DAILY_LIMIT_EXCEEDED,CORE,STRUCTURED,YES,928
2025-03-09T11:35:28.000Z,MER-PAY-202500515-006816,SCT_INST,FAILED,INTERNAL_ERROR,CONNECTOR_INTERNAL_ERROR,CONNECTOR,STRUCTURED,YES,275
2025-04-07T00:17:14.000Z,MER-PAY-202500404-002425,SCT,SUCCESS,,,,SUCCESS,,3510
2025-03-07T09:01:04.000Z,MER-PAY-202500508-000441,SCT,SUCCESS,,,,SUCCESS,,5454
2025-05-03T08:09:48.000Z,MER-PAY-202500502-008827,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1440
2025-04-24T22:39:14.000Z,MER-PAY-202500524-001406,SCT,SUCCESS,,,,SUCCESS,,4886
2025-04-29T14:15:30.000Z,MER-PAY-202500514-005187,SCT_INST,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,1716
2025-03-11T06:11:40.000Z,MER-PAY-202500506-003924,SCT,SUCCESS,,,,SUCCESS,,5582
2025-05-27T12:06:37.000Z,MER-PAY-202500319-004003,SCT_INST,FAILED,MS03,REASON_NOT_SPECIFIED,RAIL,STRUCTURED,YES,1652
2025-05-17T18:48:50.000Z,MER-PAY-202500405-009975,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,3204
2025-05-11T23:49:32.000Z,MER-PAY-202500302-008289,SCT,FAILED,AUTH.REQUIRED,ADDITIONAL_AUTH_REQUIRED,CORE,STRUCTURED,YES,1362
2025-04-23T11:54:24.000Z,MER-PAY-202500527-005821,SCT,FAILED,AC06,BLOCKED_ACCOUNT,RAIL,STRUCTURED,YES,3902
2025-04-13T15:36:34.000Z,MER-PAY-202500325-006904,SWIFT,FAILED,CONNECTION_ERROR,RAIL_CONNECTION_FAILED,CONNECTOR,STRUCTURED,YES,502
2025-05-11T11:26:50.000Z,MER-PAY-202500406-008983,SCT,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,1902
2025-03-26T04:03:37.000Z,MER-PAY-202500402-007802,SCT,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,1869
2025-05-15T03:50:18.000Z,MER-PAY-202500302-001979,SCT,SUCCESS,,,,SUCCESS,,1967
2025-04-25T17:52:31.000Z,MER-PAY-202500404-000556,SCT_INST,SUCCESS,,,,SUCCESS,,7900
2025-03-01T02:32:35.000Z,MER-PAY-202500528-009656,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,647
2025-05-26T20:14:52.000Z,MER-PAY-202500412-009167,SCT,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,483
2025-03-31T01:52:18.000Z,MER-PAY-202500306-002072,SCT,SUCCESS,,,,SUCCESS,,4582
2025-04-12T12:01:21.000Z,MER-PAY-202500513-003515,SCT,SUCCESS,,,,SUCCESS,,1388
2025-05-13T14:20:31.000Z,MER-PAY-202500523-001616,SWIFT,SUCCESS,,,,SUCCESS,,5119
2025-03-09T05:27:59.000Z,MER-PAY-202500410-003525,SCT_INST,SUCCESS,,,,SUCCESS,,7691
2025-04-30T11:06:13.000Z,MER-PAY-202500424-003959,SCT_INST,SUCCESS,,,,SUCCESS,,4840
2025-05-02T15:06:00.000Z,MER-PAY-202500523-004307,SCT_INST,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,1377
2025-03-31T05:23:10.000Z,MER-PAY-202500402-000625,SCT,SUCCESS,,,,SUCCESS,,1995
2025-05-25T10:36:08.000Z,MER-PAY-202500310-001773,SCT,SUCCESS,,,,SUCCESS,,6749
2025-04-11T04:45:44.000Z,MER-PAY-202500313-003636,SWIFT,SUCCESS,,,,SUCCESS,,5920
2025-03-17T16:49:24.000Z,MER-PAY-202500503-002009,SCT_INST,SUCCESS,,,,SUCCESS,,6768
2025-03-05T12:32:33.000Z,MER-PAY-202500527-003590,SCT_INST,SUCCESS,,,,SUCCESS,,3230
2025-04-06T04:01:03.000Z,MER-PAY-202500317-002939,SCT,SUCCESS,,,,SUCCESS,,7136
2025-05-29T18:04:38.000Z,MER-PAY-202500508-008045,SCT,FAILED,BAL.LIMIT.EXCEEDED,DAILY_LIMIT_EXCEEDED,CORE,STRUCTURED,YES,306
2025-05-12T03:35:30.000Z,MER-PAY-202500401-006227,SCT,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,310
2025-05-26T08:16:28.000Z,MER-PAY-202500328-008580,SCT,FAILED,BAL.LIMIT.EXCEEDED,DAILY_LIMIT_EXCEEDED,CORE,STRUCTURED,YES,1881
2025-05-09T22:50:40.000Z,MER-PAY-202500420-001084,SCT,SUCCESS,,,,SUCCESS,,2451
2025-03-23T05:06:49.000Z,MER-PAY-202500304-006383,SCT_INST,FAILED,AC06,BLOCKED_ACCOUNT,RAIL,STRUCTURED,YES,3914
2025-05-11T04:49:19.000Z,MER-PAY-202500326-001345,SCT_INST,SUCCESS,,,,SUCCESS,,6198
2025-03-28T13:39:32.000Z,MER-PAY-202500325-003040,SCT,SUCCESS,,,,SUCCESS,,533
2025-04-10T01:33:15.000Z,MER-PAY-202500510-005870,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,1393
2025-03-07T07:35:43.000Z,MER-PAY-202500302-009100,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,1195
2025-03-31T23:32:36.000Z,MER-PAY-202500506-002183,SCT,SUCCESS,,,,SUCCESS,,1982
2025-05-13T04:01:25.000Z,MER-PAY-202500313-004909,SCT,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,3979
2025-03-27T15:20:26.000Z,MER-PAY-202500307-009681,SCT_INST,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,824
2025-03-24T13:14:13.000Z,MER-PAY-202500519-004903,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,1906
2025-03-19T21:29:11.000Z,MER-PAY-202500418-009698,SCT_INST,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,996
2025-04-04T13:21:56.000Z,MER-PAY-202500509-000442,SCT_INST,SUCCESS,,,,SUCCESS,,7345
2025-04-28T20:33:09.000Z,MER-PAY-202500327-001988,SCT,SUCCESS,,,,SUCCESS,,6138
2025-04-25T13:36:34.000Z,MER-PAY-202500326-009699,SCT_INST,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,771
2025-05-18T05:26:07.000Z,MER-PAY-202500308-003593,SCT_INST,SUCCESS,,,,SUCCESS,,1402
2025-05-16T03:59:51.000Z,MER-PAY-202500325-002211,SCT_INST,SUCCESS,,,,SUCCESS,,1598
2025-04-26T21:31:11.000Z,MER-PAY-202500327-003545,SCT_INST,SUCCESS,,,,SUCCESS,,944
2025-04-23T18:18:37.000Z,MER-PAY-202500320-002913,SWIFT,SUCCESS,,,,SUCCESS,,6695
2025-04-02T02:29:22.000Z,MER-PAY-202500503-005558,SCT,FAILED,MS03,REASON_NOT_SPECIFIED,RAIL,STRUCTURED,YES,1556
2025-03-29T12:21:52.000Z,MER-PAY-202500506-003287,SCT,SUCCESS,,,,SUCCESS,,2563
2025-04-23T19:22:37.000Z,MER-PAY-202500413-002348,SCT_INST,SUCCESS,,,,SUCCESS,,7864
2025-05-04T20:35:28.000Z,MER-PAY-202500514-002279,SCT_INST,SUCCESS,,,,SUCCESS,,2392
2025-03-28T20:27:33.000Z,MER-PAY-202500402-003983,SCT_INST,SUCCESS,,,,SUCCESS,,837
2025-03-03T04:53:56.000Z,MER-PAY-202500522-005305,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,3785
